user,item,score,context,value
7,1,3,d,0.378
1,5,3,d,0.638
20,8,5,b,0.410
13,9,4,c,0.360
2,2,5,b,0.470
19,10,3,a,0.492
9,7,3,a,0.932
2,1,4,b,0.695
18,4,2,a,0.942
12,3,3,c,0.090
18,10,3,c,0.222
4,8,4,b,0.494
3,1,3,d,0.956
5,7,2,b,0.034
12,8,4,a,0.075
16,6,4,b,0.360
19,7,3,b,0.712
4,4,5,a,0.643
17,1,5,c,0.746
2,5,1,c,0.285
6,8,4,d,0.346
16,4,1,b,0.606
19,6,2,c,0.135
3,9,5,c,0.499
20,3,4,d,0.946
19,5,2,b,0.151
16,7,1,c,0.728
9,8,2,a,0.049
14,9,1,b,0.105
17,10,1,a,0.483
7,4,3,b,0.321
13,10,1,b,0.167
14,10,3,b,0.546
2,7,5,c,0.660
9,3,5,b,0.111
17,4,3,c,0.293
4,2,4,b,0.611
17,2,2,d,0.600
17,6,1,c,0.562
12,3,1,b,0.430
6,5,2,d,0.645
3,3,3,d,0.128
4,1,4,b,0.547
18,8,5,b,0.333
3,3,3,b,0.502
3,3,5,c,0.309
3,9,5,d,0.480
12,2,4,d,0.045
1,8,1,b,0.238
9,2,1,d,0.878
5,2,1,a,0.097
8,1,1,b,0.519
3,3,4,d,0.536
6,5,1,b,0.075
14,9,4,c,0.391
8,4,1,b,0.921
13,9,2,d,0.735
7,5,3,b,0.632
16,1,1,c,0.980
12,1,1,d,0.514
13,5,2,a,0.439
10,1,1,c,0.752
18,1,2,b,0.075
20,3,2,d,0.515
10,8,4,c,0.780
18,9,5,b,0.348
11,8,2,c,0.550
13,4,3,d,0.532
13,3,2,b,0.243
3,5,5,b,0.188
19,5,5,b,0.955
8,4,3,b,0.550
1,9,5,d,0.775
20,10,1,b,0.211
4,3,1,a,0.438
11,7,3,c,0.046
1,1,3,b,0.879
15,1,3,c,0.155
3,8,5,d,0.294
13,10,5,d,0.436
13,4,5,d,0.768
5,4,4,b,0.757
19,9,4,d,0.551
7,8,2,a,0.379
15,2,3,c,0.580
15,4,1,d,0.810
9,5,4,a,0.432
4,2,1,b,0.475
10,10,3,a,0.081
5,7,5,d,0.246
6,8,5,c,0.643
5,8,5,c,0.480
18,9,5,d,0.044
18,2,1,b,0.230
20,5,1,a,0.250
3,1,4,d,0.918
12,2,2,b,0.450
5,5,2,d,0.019
2,3,1,a,0.684
19,5,2,c,0.676
8,2,4,a,0.011
4,8,2,a,0.955
3,1,3,c,0.965
13,5,5,a,0.710
5,4,4,c,0.163
20,1,5,a,0.980
20,10,4,c,0.796
3,2,2,c,0.153
11,2,3,d,0.269
2,6,4,b,0.425
6,7,3,a,0.668
10,9,5,d,0.609
18,1,1,a,0.228
19,7,3,a,0.320
5,6,3,c,0.547
8,10,1,a,0.563
11,7,3,b,0.499
6,2,2,b,0.247
18,7,4,d,0.626
4,10,2,b,0.951
4,1,1,a,0.239
18,3,1,d,0.437
7,10,3,b,0.386
11,2,4,d,0.572
3,1,5,c,0.398
9,8,2,c,0.112
5,6,2,d,0.784
17,5,5,c,0.290
10,7,1,d,0.507
12,4,2,d,0.354
11,3,4,d,0.193
20,9,3,b,0.851
16,9,5,d,0.698
19,9,1,b,0.119
1,10,4,a,0.796
5,1,3,b,0.318
19,2,5,a,0.111
14,9,2,b,0.453
10,2,1,d,0.411
6,5,2,a,0.036
2,2,5,d,0.021
9,8,3,a,0.504
5,10,3,b,0.695
5,10,3,c,0.661
2,10,2,d,0.274
17,10,5,b,0.140
4,6,4,a,0.334
3,10,3,d,0.161
19,2,5,d,0.301
5,5,1,a,0.606
9,5,5,b,0.847
19,8,5,c,0.814
9,10,1,b,0.570
2,8,4,d,0.451
18,6,2,d,0.657
12,9,4,c,0.505
5,1,1,c,0.915
17,6,4,a,0.219
2,4,2,b,0.881
17,6,3,d,0.410
4,6,2,b,0.282
17,4,1,b,0.040
12,1,3,c,0.659
5,10,5,d,0.753
5,8,5,a,0.886
16,4,3,b,0.505
8,4,1,c,0.360
1,5,3,a,0.830
8,1,3,a,0.977
2,7,2,b,0.980
13,8,5,a,0.226
12,7,5,d,0.164
15,7,5,d,0.312
13,7,1,d,0.011
8,1,3,a,0.446
10,10,2,c,0.637
5,4,1,a,0.617
17,10,2,b,0.644
19,7,5,d,0.322
5,9,3,a,0.011
19,10,3,d,0.987
18,10,4,c,0.580
5,5,2,d,0.566
1,10,1,b,0.041
3,10,5,c,0.190
11,10,5,c,0.023
6,4,4,a,0.621
16,3,3,d,0.424
14,2,4,b,0.257
12,3,4,d,0.707
13,10,1,b,0.545
4,4,1,c,0.432
4,4,1,b,0.040
10,8,2,d,0.149
15,8,4,c,0.939
16,8,2,d,0.122
1,2,5,d,0.755
8,6,3,a,0.133
4,5,5,c,0.340
18,9,1,d,0.258
1,1,1,d,0.468
7,3,3,d,0.779
13,1,5,a,0.114
1,10,3,d,0.310
5,7,3,c,0.152
13,2,2,a,0.829
7,9,3,a,0.022
6,8,2,a,0.461
17,6,2,a,0.509
3,1,3,c,0.511
11,4,5,d,0.984
12,7,5,c,0.358
4,6,4,a,0.415
18,3,2,c,0.138
19,3,4,b,0.289
1,2,5,c,0.192
8,8,3,d,0.681
4,6,5,a,0.328
9,6,2,d,0.401
12,4,1,b,0.494
20,3,3,d,0.647
9,8,5,b,0.920
14,5,2,d,0.010
1,1,4,a,0.274
14,3,4,c,0.367
7,6,5,d,0.073
7,6,3,d,0.931
10,6,2,c,0.489
5,2,1,c,0.428
1,2,2,a,0.264
4,3,5,c,0.187
1,10,2,d,0.087
20,6,1,d,0.781
2,8,4,b,0.757
5,3,1,c,0.083
18,7,5,d,0.778
6,2,4,b,0.654
10,3,3,a,0.372
5,6,1,c,0.331
18,9,3,a,0.558
1,5,3,a,0.845
8,7,1,a,0.714
4,10,5,a,0.214
19,3,5,b,0.298
2,6,1,b,0.192
12,6,3,b,0.302
5,7,2,c,0.156
1,10,5,c,0.190
6,8,3,b,0.199
18,7,4,b,0.738
20,4,1,a,0.296
16,8,1,a,0.470
3,7,1,b,0.934
3,8,4,b,0.864
20,6,2,a,0.756
19,7,5,a,0.983
14,9,5,d,0.018
9,5,3,b,0.723
8,6,1,b,0.358
10,1,1,a,0.848
14,7,2,d,0.813
17,8,3,a,0.930
2,3,4,a,0.756
18,1,5,a,0.778
13,5,2,c,0.839
16,9,3,b,0.122
5,5,3,d,0.551
15,1,4,b,0.835
6,9,4,d,0.412
1,3,5,b,0.805
7,6,5,a,0.047
6,5,1,a,0.081
6,9,3,c,0.710
18,2,4,c,0.866
20,7,1,b,0.378
12,10,3,b,0.895
11,10,4,d,0.260
6,4,1,d,0.154
1,4,1,b,0.889
13,7,3,c,0.952
18,9,3,c,0.663
5,2,2,a,0.308
18,3,3,d,0.123
11,5,3,a,0.093
10,2,4,d,0.635
4,2,1,c,0.926
20,1,1,b,0.192
17,9,2,a,0.176
8,5,5,a,0.964
14,10,3,c,0.110
13,1,4,a,0.573
20,6,3,a,0.740
8,6,3,c,0.674
9,7,2,b,0.949
20,10,4,d,0.915
3,5,5,d,0.436
1,10,4,b,0.584
5,6,1,b,0.446
16,10,2,c,0.543
11,10,5,c,0.822
5,10,4,d,0.198
19,5,1,d,0.952
20,5,3,b,0.795
13,6,4,d,0.942
6,1,5,a,0.685
9,5,5,d,0.474
16,5,2,c,0.541
20,9,4,b,0.512
7,6,4,a,0.058
1,6,3,d,0.412
16,4,5,b,0.862
1,3,2,d,0.402
14,1,3,b,0.655
20,2,5,c,0.975
16,3,2,b,0.632
8,1,3,a,0.315
17,7,3,a,0.438
12,10,2,b,0.376
11,7,1,d,0.061
12,9,1,c,0.346
5,4,3,d,0.013
13,2,4,c,0.805
6,3,1,a,0.315
20,3,5,a,0.329
14,6,3,a,0.367
17,7,3,d,0.140
9,3,2,d,0.891
5,1,3,d,0.986
19,5,2,a,0.020
12,2,5,d,0.168
16,1,5,c,0.161
1,5,3,a,0.043
19,7,3,a,0.743
10,3,2,a,0.119
7,9,5,b,0.967
6,4,1,b,0.011
20,7,1,b,0.530
12,7,5,d,0.085
5,8,2,c,0.542
3,4,3,b,0.150
20,1,2,b,0.236
7,5,5,b,0.870
19,2,5,a,0.400
18,8,3,a,0.495
20,8,2,b,0.607
13,8,2,b,0.045
18,3,3,a,0.546
8,10,2,c,0.364
7,6,1,c,0.091
7,10,1,b,0.652
12,8,4,b,0.468
13,7,1,c,0.291
10,3,5,b,0.291
5,5,2,a,0.715
4,5,4,b,0.063
11,5,2,c,0.455
16,4,5,d,0.141
10,4,5,a,0.622
8,2,2,d,0.266
19,7,3,c,0.066
18,7,3,c,0.827
20,5,2,b,0.467
9,4,2,d,0.328
14,8,4,c,0.814
4,8,4,a,0.265
9,1,3,b,0.980
16,8,4,c,0.522
14,10,4,c,0.688
15,10,2,b,0.390
6,1,1,b,0.445
5,1,3,a,0.617
13,6,2,b,0.251
10,5,2,d,0.944
3,9,5,a,0.024
15,1,2,c,0.989
6,2,1,b,0.157
10,4,5,b,0.717
11,3,1,a,0.409
10,7,2,b,0.037
2,10,5,d,0.881
19,2,3,b,0.295
11,2,2,c,0.801
9,1,4,c,0.567
9,1,4,d,0.980
13,8,1,c,0.099
10,2,5,b,0.281
18,5,5,a,0.440
6,9,1,b,0.025
13,4,1,a,0.404
10,5,3,b,0.438
5,9,5,d,0.369
18,7,4,a,0.156
15,3,1,c,0.768
8,3,1,b,0.733
6,2,1,b,0.614
8,6,5,c,0.399
5,3,5,a,0.483
12,2,5,c,0.215
9,7,3,b,0.143
4,9,4,c,0.306
18,2,2,d,0.230
15,7,1,d,0.891
11,2,3,c,0.761
7,1,2,a,0.901
18,7,3,b,0.250
5,3,4,b,0.381
20,7,2,c,0.342
2,7,5,c,0.523
18,10,5,a,0.011
11,4,3,a,0.840
6,10,1,b,0.065
17,9,4,d,0.868
13,6,2,b,0.296
14,4,2,b,0.144
11,6,5,c,0.301
7,9,3,c,0.828
19,4,4,a,0.326
4,2,5,b,0.748
17,4,5,a,0.448
12,9,5,d,0.560
9,8,4,a,0.097
6,2,5,d,0.926
3,8,4,c,0.475
3,8,2,b,0.697
1,2,3,a,0.331
19,6,4,c,0.422
6,4,4,c,0.505
19,1,3,c,0.391
5,6,2,c,0.540
2,1,3,c,0.409
18,1,2,c,0.432
11,3,4,b,0.964
1,7,1,d,0.529
19,1,3,c,0.764
15,3,1,a,0.563
16,10,5,d,0.445
6,7,2,d,0.047
17,8,4,d,0.854
10,6,2,b,0.176
2,2,4,a,0.377
14,3,3,a,0.111
5,6,5,c,0.390
4,7,2,b,0.875
1,3,4,c,0.428
11,3,2,d,0.102
17,2,5,a,0.413
2,10,1,b,0.801
13,4,5,a,0.330
4,10,1,d,0.667
16,3,2,b,0.584
2,5,3,d,0.984
7,1,2,d,0.235
8,6,4,b,0.751
8,9,2,b,0.315
13,5,2,b,0.052
3,3,3,c,0.462
16,8,2,b,0.166
3,6,5,a,0.210
17,9,5,c,0.185
16,6,4,c,0.262
7,4,4,b,0.016
15,3,1,d,0.075
4,6,4,b,0.961
16,1,5,d,0.394
1,10,2,d,0.187
9,4,3,a,0.504
3,6,1,a,0.517
9,9,5,a,0.874
2,10,4,d,0.482
3,8,5,d,0.167
11,3,4,d,0.219
15,5,1,a,0.771
12,8,4,b,0.527
8,2,3,a,0.342
8,6,3,d,0.584
18,7,1,c,0.615
10,3,3,d,0.336
20,4,4,d,0.919
7,7,1,c,0.548
5,10,4,a,0.645
18,4,4,b,0.187
13,8,2,a,0.965
15,7,3,b,0.977
12,9,2,b,0.232
17,1,4,a,0.282
8,9,3,a,0.890
16,4,5,c,0.295
18,1,4,d,0.304
7,6,3,b,0.618
11,6,1,a,0.523
2,2,3,a,0.410
4,1,5,c,0.152
8,1,1,d,0.838
4,5,2,c,0.605
19,4,4,a,0.719
8,10,2,c,0.322
13,10,4,d,0.152
5,6,4,b,0.583
11,6,1,a,0.877
9,6,3,c,0.430
20,2,3,a,0.505
18,4,4,c,0.902
1,8,5,d,0.627
11,9,2,d,0.257
14,4,3,b,0.449
20,2,5,b,0.796
15,1,5,b,0.165
11,5,5,b,0.508
18,4,4,d,0.949
9,9,1,c,0.182
4,1,2,c,0.572
2,4,2,b,0.070
11,9,2,c,0.111
2,3,5,b,0.400
16,10,4,d,0.317
9,1,2,d,0.662
17,1,1,a,0.396
20,10,2,d,0.979
19,5,2,c,0.135
2,3,2,a,0.061
20,7,1,b,0.321
16,10,3,b,0.833
17,10,5,a,0.165
12,7,5,a,0.255
12,5,3,a,0.684
15,1,2,d,0.963
11,9,3,d,0.338
13,10,5,b,0.374
1,1,4,d,0.618
20,9,2,c,0.255
2,5,2,d,0.871
16,4,1,b,0.385
20,6,3,a,0.768
4,10,5,a,0.743
15,5,2,d,0.139
13,9,5,c,0.298
19,3,4,d,0.460
10,9,2,a,0.537
9,2,4,b,0.216
16,4,1,c,0.285
16,8,2,d,0.690
9,5,2,c,0.692
17,7,3,b,0.320
9,4,4,d,0.562
18,8,5,c,0.261
1,1,5,c,0.880
14,1,4,c,0.509
18,9,5,d,0.250
15,2,3,d,0.965
4,4,3,d,0.371
12,3,3,a,0.922
20,7,2,b,0.394
6,9,2,d,0.407
15,3,2,c,0.457
2,8,4,a,0.170
10,1,1,c,0.782
7,6,3,c,0.814
7,4,1,c,0.070
17,7,4,a,0.093
14,3,1,a,0.139
15,7,1,a,0.868
14,9,5,b,0.656
1,8,5,d,0.925
7,9,5,b,0.586
20,5,4,d,0.036
18,3,3,b,0.267
12,6,1,a,0.705
13,6,4,c,0.831
6,6,2,a,0.469
18,5,3,b,0.923
9,5,2,b,0.727
19,7,1,d,0.912
13,3,2,b,0.417
9,4,1,b,0.354
20,6,4,d,0.120
14,5,4,d,0.528
17,6,2,b,0.107
15,9,2,a,0.558
11,5,5,d,0.395
2,3,4,c,0.396
10,7,4,c,0.293
18,2,4,a,0.221
4,3,2,a,0.677
6,4,5,d,0.384
18,9,4,a,0.422
13,2,5,b,0.900
2,2,3,b,0.344
12,6,2,b,0.957
9,1,3,c,0.187
11,3,5,b,0.913
18,9,1,c,0.450
7,5,5,d,0.398
11,2,5,b,0.982
3,3,3,b,0.938
8,8,5,b,0.231
11,6,1,c,0.818
7,8,3,a,0.531
15,10,4,a,0.037
13,4,2,b,0.024
14,1,5,c,0.248
20,1,1,d,0.446
7,2,2,c,0.168
14,4,1,a,0.547
17,7,4,a,0.510
19,7,3,b,0.377
18,5,1,b,0.709
11,6,3,d,0.600
4,4,4,c,0.242
2,3,5,a,0.577
18,10,4,d,0.306
3,2,1,d,0.544
19,2,4,a,0.764
7,1,3,b,0.784
11,4,4,b,0.192
2,9,5,c,0.169
2,8,5,b,0.669
6,6,1,a,0.798
5,3,4,b,0.633
15,2,3,d,0.389
12,3,1,c,0.671
10,2,5,d,0.266
20,8,1,a,0.324
13,4,1,a,0.859
10,6,5,a,0.404
11,1,4,a,0.239
19,3,2,a,0.410
9,8,1,c,0.734
7,4,4,c,0.546
14,6,3,b,0.758
14,10,3,c,0.941
18,8,1,b,0.151
13,5,4,c,0.738
11,3,3,a,0.985
5,6,5,d,0.899
16,5,4,c,0.504
7,1,3,c,0.823
12,4,3,d,0.056
12,3,3,c,0.298
14,3,5,d,0.011
17,7,2,c,0.733
20,5,5,d,0.600
18,10,3,d,0.591
20,8,4,c,0.513
16,9,2,c,0.902
1,2,4,a,0.556
5,6,1,a,0.167
19,8,2,d,0.154
4,3,1,d,0.977
8,5,1,a,0.148
16,5,1,a,0.379
16,9,1,d,0.659
12,8,5,d,0.202
10,3,2,a,0.845
9,10,5,b,0.371
11,5,4,b,0.264
14,9,2,a,0.087
13,9,5,d,0.674
10,2,4,b,0.545
8,4,1,c,0.431
7,6,3,b,0.495
2,5,1,a,0.904
15,3,1,b,0.893
12,8,1,d,0.151
11,5,2,c,0.483
15,9,5,a,0.397
19,5,4,d,0.922
15,6,2,c,0.259
10,3,2,d,0.012
13,5,1,d,0.518
7,8,5,b,0.271
8,10,1,c,0.936
9,8,5,d,0.441
1,5,5,a,0.962
3,1,2,c,0.939
17,9,2,a,0.493
19,4,4,c,0.867
19,9,5,c,0.029
1,4,2,c,0.265
8,3,3,a,0.984
16,2,4,d,0.146
11,9,2,b,0.889
7,9,3,a,0.395
19,10,5,a,0.732
16,1,2,c,0.326
15,4,5,d,0.543
20,7,5,a,0.338
20,4,3,b,0.047
8,7,4,d,0.829
17,10,4,d,0.274
17,3,5,b,0.057
1,3,2,a,0.217
15,2,2,a,0.862
8,10,1,b,0.938
11,4,1,c,0.344
5,3,3,b,0.967
11,8,3,a,0.841
14,3,4,d,0.682
18,4,3,b,0.967
20,1,2,a,0.288
3,3,1,b,0.446
19,3,2,d,0.121
14,6,1,d,0.114
8,9,2,b,0.245
19,3,4,b,0.334
7,2,4,c,0.915
19,6,5,d,0.934
3,5,3,b,0.488
18,1,4,b,0.868
12,10,3,a,0.180
10,6,5,d,0.439
18,5,2,b,0.644
18,6,1,b,0.490
11,6,4,b,0.426
17,10,4,d,0.822
7,10,1,c,0.215
9,7,2,c,0.516
19,2,4,b,0.350
12,10,4,c,0.819
8,3,3,c,0.773
1,9,1,d,0.268
16,5,1,c,0.104
13,10,4,a,0.117
2,7,2,a,0.144
19,10,5,b,0.505
13,5,1,d,0.372
10,8,1,d,0.407
13,7,4,b,0.741
6,7,5,b,0.092
12,7,2,d,0.639
13,1,3,c,0.509
12,3,1,d,0.476
13,7,2,b,0.625
16,3,5,d,0.204
16,7,3,d,0.582
10,3,1,d,0.421
2,8,2,c,0.353
6,3,2,d,0.338
13,3,2,c,0.366
7,2,2,b,0.759
2,8,1,d,0.733
19,3,5,b,0.656
8,6,3,b,0.107
13,6,5,b,0.546
15,10,2,a,0.424
18,4,3,a,0.848
11,5,4,a,0.770
7,1,1,b,0.808
14,9,3,a,0.789
16,5,4,c,0.424
2,1,2,b,0.140
11,4,1,d,0.785
4,9,4,d,0.830
11,5,5,d,0.210
9,4,5,c,0.838
12,1,4,d,0.106
10,7,2,d,0.497
7,10,1,d,0.182
14,8,3,d,0.295
20,10,5,b,0.917
12,10,2,a,0.251
7,6,1,b,0.096
10,2,3,a,0.390
2,2,4,b,0.791
20,8,1,c,0.774
8,6,2,a,0.044
7,9,3,c,0.129
2,8,5,d,0.419
10,4,1,b,0.157
6,8,4,c,0.815
18,3,1,a,0.323
11,6,3,c,0.078
17,2,5,a,0.383
9,3,1,d,0.801
4,9,3,c,0.685
20,5,5,a,0.094
15,2,5,c,0.285
18,10,3,c,0.667
16,3,4,c,0.228
4,7,3,c,0.434
13,5,1,c,0.190
18,8,4,d,0.047
19,3,4,a,0.389
19,6,5,d,0.668
8,9,4,a,0.190
2,7,1,c,0.867
7,4,5,d,0.407
19,4,2,c,0.026
5,3,3,c,0.239
11,5,3,a,0.480
20,5,4,d,0.146
15,6,1,d,0.546
10,4,3,a,0.544
19,3,2,a,0.203
11,7,2,b,0.682
19,3,1,b,0.043
18,1,1,a,0.823
10,5,1,b,0.146
20,8,4,d,0.153
17,6,4,a,0.771
12,7,5,a,0.557
15,10,3,b,0.268
9,9,3,a,0.838
15,8,3,d,0.623
2,6,5,c,0.748
6,4,1,d,0.833
18,4,4,c,0.455
2,10,1,d,0.707
7,5,2,b,0.462
12,1,2,b,0.649
19,6,1,b,0.377
8,7,2,a,0.246
13,1,1,d,0.433
8,1,2,c,0.929
17,6,5,b,0.637
5,1,1,d,0.284
12,3,3,d,0.526
20,4,4,c,0.800
7,10,3,b,0.209
19,1,4,d,0.074
11,8,4,d,0.712
18,9,3,c,0.199
19,7,2,d,0.291
16,8,5,b,0.060
2,4,2,c,0.603
13,1,3,d,0.966
3,3,4,a,0.265
19,5,5,b,0.677
9,1,4,b,0.223
1,4,1,c,0.880
5,4,1,b,0.952
3,7,3,c,0.327
16,4,5,a,0.102
18,5,5,b,0.341
7,9,2,a,0.341
6,2,3,d,0.552
4,6,1,c,0.862
14,9,1,a,0.516
20,4,2,d,0.974
3,2,1,b,0.111
10,2,4,d,0.655
12,10,5,c,0.014
9,7,4,d,0.566
18,8,3,a,0.753
19,2,2,b,0.253
10,2,1,b,0.692
6,9,5,b,0.231
6,1,4,a,0.343
15,3,2,a,0.267
7,10,5,d,0.667
15,9,5,b,0.551
13,9,3,b,0.731
9,6,1,d,0.838
20,8,5,d,0.084
8,3,2,d,0.018
13,2,2,c,0.408
18,10,5,a,0.577
1,4,3,a,0.214
5,4,4,c,0.754
5,2,1,b,0.921
16,5,1,c,0.183
9,8,5,d,0.977
19,1,5,b,0.916
9,5,1,c,0.818
20,4,2,b,0.239
9,2,4,a,0.164
9,8,1,a,0.371
3,7,5,b,0.679
10,6,1,b,0.597
10,7,4,b,0.428
6,6,2,b,0.069
1,9,2,d,0.354
6,9,5,c,0.903
17,6,3,a,0.736
16,4,2,c,0.847
16,8,2,a,0.346
13,9,3,b,0.777
4,3,1,a,0.537
18,5,3,d,0.956
15,8,4,c,0.410
11,6,5,a,0.816
14,7,2,d,0.744
13,1,1,a,0.013
7,8,4,b,0.240
18,1,5,c,0.422
2,3,2,c,0.173
8,10,3,a,0.108
1,6,2,b,0.293
19,4,3,c,0.055
14,4,5,d,0.420
19,7,4,a,0.820
12,9,4,c,0.384
5,2,3,b,0.049
16,6,2,a,0.282
9,7,5,d,0.242
2,3,5,c,0.768
3,10,3,b,0.661
2,8,5,c,0.271
15,6,1,b,0.255
20,9,1,a,0.473
17,9,4,b,0.851
9,5,2,c,0.115
3,7,4,d,0.368
14,5,5,d,0.388
14,6,3,a,0.325
14,5,2,d,0.778
13,8,1,b,0.505
11,1,1,d,0.037
17,10,5,b,0.089
15,2,3,c,0.940
5,1,1,b,0.783
9,4,1,c,0.792
11,10,4,d,0.322
6,5,5,b,0.400
14,3,5,d,0.138
15,8,2,b,0.240
2,3,2,a,0.669
18,1,3,b,0.859
17,2,3,d,0.565
14,9,5,d,0.620
4,8,4,c,0.957
11,2,1,d,0.117
19,1,3,b,0.303
3,4,5,c,0.744
3,5,3,b,0.172
17,9,3,a,0.451
6,3,3,b,0.697
9,8,4,a,0.380
2,9,5,a,0.167
11,8,5,c,0.576
17,8,3,a,0.965
2,4,4,b,0.460
9,4,5,a,0.520
2,1,5,c,0.944
18,4,3,a,0.096
11,4,3,c,0.784
6,5,3,d,0.128
13,6,3,c,0.148
17,3,1,b,0.983
5,7,1,d,0.184
17,4,5,b,0.277
13,9,2,a,0.145
17,5,2,b,0.134
20,5,3,d,0.134
20,4,1,c,0.088
17,5,2,d,0.211
5,7,4,c,0.744
5,8,4,a,0.076
10,4,3,c,0.920
9,7,4,d,0.606
4,10,2,c,0.021
10,10,2,b,0.152
13,8,3,d,0.347
16,10,2,d,0.546
5,7,1,c,0.922
7,10,3,b,0.539
4,7,3,c,0.383
15,10,3,b,0.039
2,9,1,c,0.431
13,10,4,b,0.278
7,9,3,c,0.118
7,10,5,a,0.746
13,2,5,c,0.375
20,7,1,c,0.208
13,7,4,c,0.143
13,5,3,d,0.567
13,5,1,d,0.477
4,7,5,a,0.526
11,1,2,d,0.168
4,4,1,d,0.334
2,3,3,b,0.328
5,4,4,c,0.350
3,5,3,a,0.743
7,4,1,d,0.076
6,7,4,a,0.187
12,8,4,b,0.023
13,3,3,b,0.337
1,4,2,b,0.216
17,9,4,d,0.671
19,1,5,c,0.515
5,3,2,c,0.101
7,5,3,d,0.123
12,3,5,b,0.311
12,10,5,c,0.046
14,9,1,a,0.146
1,5,3,a,0.979
19,5,4,c,0.783
20,5,2,d,0.336
11,3,1,d,0.503
13,5,1,b,0.982
8,2,2,a,0.054
10,1,5,c,0.202
16,5,5,b,0.337
15,7,5,a,0.927
3,2,1,b,0.758
16,10,1,a,0.613
16,4,4,d,0.013
5,6,4,d,0.195
13,5,1,c,0.293
2,2,2,b,0.314
16,4,3,c,0.762
11,7,2,b,0.734
13,2,1,a,0.186
8,2,4,c,0.751
18,9,4,a,0.404
4,4,3,a,0.049
1,4,1,c,0.988
18,10,4,b,0.555
12,7,2,d,0.810
19,7,5,c,0.678
17,4,3,a,0.933
12,6,3,c,0.099
16,4,1,d,0.484
12,1,5,b,0.208
14,8,2,b,0.769
16,3,5,b,0.562
11,4,1,d,0.713
2,3,2,d,0.500
17,4,5,c,0.565
5,8,4,a,0.290
12,2,4,a,0.328
3,4,4,d,0.660
3,2,1,d,0.600
4,5,3,c,0.934
14,3,3,a,0.861
19,9,3,d,0.751
12,1,4,b,0.985
2,9,5,d,0.312
9,1,3,b,0.383
4,4,3,d,0.950
5,9,1,a,0.625
1,2,3,b,0.510
14,8,1,b,0.122
16,1,5,d,0.220
6,5,3,d,0.548
3,7,4,d,0.646
1,3,4,a,0.386
18,8,1,c,0.482
1,1,1,b,0.678
13,5,5,a,0.208
3,9,4,c,0.065
20,8,1,a,0.888
11,3,5,a,0.290
4,1,4,c,0.176
1,10,1,d,0.135
7,8,1,a,0.824
20,3,4,c,0.268
12,8,3,a,0.466
13,10,3,a,0.679
6,1,2,c,0.023
10,5,3,c,0.549
18,5,3,c,0.696
7,4,2,b,0.830
10,2,2,d,0.044
7,5,5,a,0.561
10,9,3,d,0.957
16,6,5,d,0.589
1,9,5,a,0.737
11,2,5,c,0.794
12,8,3,a,0.580
6,3,1,b,0.978
11,6,2,a,0.906
20,6,3,a,0.079
16,7,5,b,0.959
9,8,4,c,0.096
15,2,3,d,0.129
20,8,2,a,0.018
3,4,5,d,0.238
20,3,5,b,0.176
18,5,4,c,0.122
9,8,1,a,0.151
12,9,1,c,0.219
2,3,1,c,0.200
17,8,3,a,0.382
14,9,2,d,0.300
14,3,5,c,0.602
1,6,1,c,0.859
4,7,5,d,0.382
19,8,1,d,0.434
13,4,4,a,0.338
16,1,5,c,0.322
4,6,3,c,0.831
15,3,4,b,0.348
8,9,4,b,0.615
6,3,1,a,0.161
1,1,3,d,0.029
8,7,5,d,0.109
12,2,1,b,0.422
16,10,1,b,0.012
13,10,2,b,0.711
17,10,4,a,0.964
14,2,1,a,0.416
6,1,4,a,0.384
6,6,1,b,0.875
14,3,5,a,0.801
14,9,5,d,0.453
1,3,3,b,0.257
10,8,4,a,0.526
20,7,4,c,0.611
11,7,3,b,0.819
9,3,5,a,0.839
17,8,2,b,0.122
3,3,2,c,0.972
9,3,3,d,0.687
10,4,3,c,0.350
20,4,3,c,0.864
2,10,5,d,0.114
14,10,1,d,0.342
8,7,1,a,0.521
16,3,2,c,0.408
3,5,5,c,0.661
10,8,1,d,0.797
11,1,5,a,0.156
19,4,2,b,0.510
9,10,1,d,0.340
7,4,2,a,0.228
17,3,4,b,0.351
5,5,2,b,0.504
8,1,3,b,0.305
10,5,3,a,0.929
8,6,3,b,0.960
11,5,3,c,0.401
17,7,3,b,0.206
18,3,2,d,0.113
3,8,2,a,0.174
7,5,3,d,0.194
14,6,2,c,0.822
1,1,3,b,0.323
12,1,3,a,0.834
4,6,5,c,0.833
9,3,3,a,0.633
16,3,1,a,0.083
2,10,5,b,0.082
12,3,4,c,0.213
13,4,1,b,0.113
4,7,1,d,0.071
18,5,2,d,0.893
3,1,2,d,0.951
13,4,5,d,0.132
7,4,4,d,0.550
13,8,4,d,0.845
18,3,4,c,0.559
18,10,4,c,0.032
1,1,5,d,0.411
4,6,5,b,0.373
1,4,5,c,0.925
7,6,5,c,0.803
8,9,3,c,0.373
17,3,2,d,0.030
9,4,4,a,0.309
19,6,2,c,0.126
12,6,5,a,0.115
10,4,2,d,0.423
1,1,1,a,0.366
17,3,5,d,0.105
19,6,1,b,0.495
8,9,1,c,0.016
10,9,1,d,0.425
13,9,3,b,0.171
9,3,3,b,0.260
8,7,1,b,0.267
9,9,3,b,0.012
19,7,4,c,0.863
17,5,2,d,0.685
8,10,1,b,0.136
3,6,2,d,0.403
